"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-17",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-18",,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-20",,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-21",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-23",,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-24",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-26",,,,,"0.75",",,N","6.3",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-27",,,,,"0.02",",,N","0.2",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-28",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-29",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-30",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-01-31",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-03",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-04",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-05",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-08",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-09",,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-10",,,,,"0.91",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-11",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-15",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-17",,,,,"0.49",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-22",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-23",,,,,"0.62",",,N","6.7",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-24",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-25",,,,,"0.04",",,N","1.4",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-26",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-02-28",,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-04",,,,,"1.09",",,N","11.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-05",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-11",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-13",,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-14",,,,,"0.00","T,,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-18","    2",",,N","0.39",",,N",,,,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-19",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-23",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-24",,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-26",,,,,"0.85",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-27",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-28",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-30",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-03-31",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-01",,,,,"1.06",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-02",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-04",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-05",,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-06",,,,,"0.61",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-17",,,,,"0.37",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-18",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-19",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-20",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-22",,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-23",,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-24",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-25",,,,,"0.33",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-26",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-29",,,,,"0.55",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-04-30",,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-01",,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-02",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-03",,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-04",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-05",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-08",,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-20",,,,,"1.12",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-21",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-22",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-25",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-05-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-03",,,,,"0.64",",,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-08",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON001012","PICKERING 4.0 SSW, ON CA","43.79766","-79.13449","98.1","2023-06-09",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
